"","workerid","proliferate.condition","first_response_value","item","item_number","item_type","length","response","sentence","verb_id","sentence_id","trial_sequence_total","verb","wh_type","wrong_attempts","error"
"2872",4634,"Experiment Group",NA,17,"","","long",0.98,"会计想知道演员假装编辑为什么邀请了神父。",10,117102,32,"假装","adj",NA,NA
"2873",4634,"Experiment Group",NA,6,"","","long",0.04,"检察官想知道教练员害怕音乐家为什么开除了保镖。",11,106112,33,"害怕","adj",NA,NA
"2877",4634,"Experiment Group",NA,29,"","","long",0.08,"编辑想知道法务顾问怕杂技演员为什么抚养了小女孩。",6,129062,37,"怕","adj",NA,NA
"2878",4634,"Experiment Group",NA,10,"","","short",0.98,"导游想知道谁说保安袭击了商贩。",1,210011,38,"说","arg",NA,NA
"2880",4634,"Experiment Group",NA,5,"","","long",0.06,"市长想知道议员认为艺术家为什么联系了毒枭。",13,105132,40,"认为","adj",NA,NA
"2882",4634,"Experiment Group",NA,24,"","","short",0.98,"仓库管理员想知道采购员为什么怕保险代理人挖苦了模特。",6,124061,42,"怕","adj",NA,NA
"2883",4634,"Experiment Group",NA,4,"","","long",0.97,"教授想知道工程师怕秘书批评了谁。",6,204062,43,"怕","arg",NA,NA
"2885",4634,"Experiment Group",NA,18,"","","short",0.04,"船长想知道谁记得飞行员责备了经济学家。",8,218081,45,"记得","arg",NA,NA
"2887",4634,"Experiment Group",NA,22,"","","short",0.98,"顾问想知道外交官为什么说生物学家嘲讽了哲学家。",1,122011,47,"说","adj",NA,NA
"2888",4634,"Experiment Group",NA,2,"","","long",0.96,"法官想知道律师想警察审问了谁。",5,202052,48,"想","arg",NA,NA
"2890",4634,"Experiment Group",NA,31,"","","long",0.08,"心理学家想知道大学生说保姆讨好了谁。",1,231012,50,"说","arg",NA,NA
"2892",4634,"Experiment Group",NA,32,"","","short",0.98,"助手想知道军官为什么害怕老师出卖了水手。",11,132111,52,"害怕","adj",NA,NA
"2895",4634,"Experiment Group",NA,14,"","","short",0.97,"英语老师想知道工程师为什么说明中学生举报了店员。",4,114041,55,"说明","adj",NA,NA
"2896",4634,"Experiment Group",NA,1,"","","long",0.05,"老师想知道学生想修理工为什么打了快递员。",5,101052,56,"想","adj",NA,NA
"2899",4634,"Experiment Group",NA,8,"","","short",0.99,"侦探想知道谁假装飞行员羞辱了卡车司机。",10,208101,59,"假装","arg",NA,NA
"2902",4634,"Experiment Group",NA,11,"","","short",0.95,"政客想知道谁害怕护士推倒了男孩。",11,211111,62,"害怕","arg",NA,NA
"2904",4634,"Experiment Group",NA,25,"","","long",0.94,"美容师想知道房东记得营养师吓唬了谁。",8,225082,64,"记得","arg",NA,NA
"2907",4499,"Experiment Group",NA,17,"","","long",0.77,"会计想知道演员觉得编辑为什么邀请了神父。",2,117022,1,"觉得","adj",NA,NA
"2908",4499,"Experiment Group",NA,26,"","","long",0.69,"制片人想知道健身教练希望化妆师为什么监视了调酒师。",3,126032,2,"希望","adj",NA,NA
"2910",4499,"Experiment Group",NA,10,"","","short",0.61,"导游想知道外国人为什么说明保安袭击了商贩。",4,110041,4,"说明","adj",NA,NA
"2913",4499,"Experiment Group",NA,15,"","","short",0.76,"主持人想知道学者为什么怕政府官员批评了总统候选人。",6,115061,7,"怕","adj",NA,NA
"2915",4499,"Experiment Group",NA,25,"","","short",0.8,"美容师想知道谁想营养师吓唬了快餐店员。",5,225051,9,"想","arg",NA,NA
"2917",4499,"Experiment Group",NA,32,"","","short",0.42,"助手想知道谁说明老师出卖了水手。",4,232041,11,"说明","arg",NA,NA
"2919",4499,"Experiment Group",NA,20,"","","long",0.55,"售货员想知道作曲家害怕摄影师为什么指责了心理医生。",11,120112,13,"害怕","adj",NA,NA
"2922",4499,"Experiment Group",NA,11,"","","long",0.78,"政客想知道医生说明护士为什么推倒了男孩。",4,111042,16,"说明","adj",NA,NA
"2923",4499,"Experiment Group",NA,28,"","","short",0.54,"丞相想知道皇上为什么觉得将军威胁了大臣。",2,128021,17,"觉得","adj",NA,NA
"2925",4499,"Experiment Group",NA,2,"","","long",0.96,"法官想知道律师说警察审问了谁。",1,202012,19,"说","arg",NA,NA
"2929",4499,"Experiment Group",NA,30,"","","long",0.58,"舞蹈老师想知道实习生猜歌手为什么赞美了剧作家。",9,130092,23,"猜","adj",NA,NA
"2930",4499,"Experiment Group",NA,3,"","","long",0.57,"经理想知道厨师说服务员为什么接待了乞丐。",1,103012,24,"说","adj",NA,NA
"2933",4499,"Experiment Group",NA,19,"","","long",0.4,"经理想知道道士说明和尚夸奖了谁。",4,219042,27,"说明","arg",NA,NA
"2935",4499,"Experiment Group",NA,5,"","","short",0.37,"市长想知道谁怕艺术家联系了毒枭。",6,205061,29,"怕","arg",NA,NA
"2937",4499,"Experiment Group",NA,12,"","","short",0.31,"包工头想知道和尚为什么害怕播音员打伤了算命先生。",11,112111,31,"害怕","adj",NA,NA
"2939",4499,"Experiment Group",NA,4,"","","short",0.31,"教授想知道工程师为什么希望秘书批评了运动员。",3,104031,33,"希望","adj",NA,NA
"2941",4499,"Experiment Group",NA,29,"","","long",0.43,"编辑想知道法务顾问想杂技演员为什么抚养了小女孩。",5,129052,35,"想","adj",NA,NA
"2942",4499,"Experiment Group",NA,24,"","","long",0.33,"仓库管理员想知道采购员觉得保险代理人挖苦了谁。",2,224022,36,"觉得","arg",NA,NA
"2945",4499,"Experiment Group",NA,7,"","","short",0.56,"村长想知道谁害怕电工无视了领导。",11,207111,39,"害怕","arg",NA,NA
"2946",4499,"Experiment Group",NA,27,"","","long",0.41,"法医想知道业务员怕罪犯谋害了谁。",6,227062,40,"怕","arg",NA,NA
"2948",4499,"Experiment Group",NA,6,"","","short",0.83,"检察官想知道教练员为什么想音乐家开除了保镖。",5,106051,42,"想","adj",NA,NA
"2951",4499,"Experiment Group",NA,18,"","","long",0.5,"船长想知道建筑师希望飞行员责备了谁。",3,218032,45,"希望","arg",NA,NA
"2953",4499,"Experiment Group",NA,14,"","","long",0.33,"英语老师想知道工程师怕中学生为什么举报了店员。",6,114062,47,"怕","adj",NA,NA
"2955",4499,"Experiment Group",NA,13,"","","short",0.57,"服务员想知道谁猜演说家欺骗了建筑工人。",9,213091,49,"猜","arg",NA,NA
"2956",4499,"Experiment Group",NA,22,"","","long",0.36,"顾问想知道外交官害怕生物学家嘲讽了谁。",11,222112,50,"害怕","arg",NA,NA
"2958",4499,"Experiment Group",NA,31,"","","short",0.31,"心理学家想知道谁说保姆讨好了理发师。",1,231011,52,"说","arg",NA,NA
"2959",4499,"Experiment Group",NA,8,"","","short",0.17,"侦探想知道谁希望飞行员羞辱了卡车司机。",3,208031,53,"希望","arg",NA,NA
"2962",4499,"Experiment Group",NA,1,"","","short",0.87,"老师想知道学生为什么说修理工打了快递员。",1,101011,56,"说","adj",NA,NA
"2963",4499,"Experiment Group",NA,9,"","","long",0.92,"将军想知道间谍猜士兵跟踪了谁。",9,209092,57,"猜","arg",NA,NA
"2965",4499,"Experiment Group",NA,16,"","","short",0.63,"大学生想知道记者为什么猜音乐老师夸赞了歌手。",9,116091,59,"猜","adj",NA,NA
"2967",4499,"Experiment Group",NA,21,"","","short",0.25,"省长想知道谁觉得小报记者采访了税务员。",2,221021,61,"觉得","arg",NA,NA
"2968",4499,"Experiment Group",NA,23,"","","long",0.37,"园丁想知道水管工想焊工训斥了谁。",5,223052,62,"想","arg",NA,NA
"2973",4448,"Experiment Group",NA,8,"","","long",0.27,"侦探想知道售货员觉得飞行员羞辱了谁。",2,208022,1,"觉得","arg",NA,NA
"2974",4448,"Experiment Group",NA,28,"","","long",0.25,"法医想知道业务员写下来罪犯谋害了谁。",14,227142,2,"写","arg",NA,NA
"2978",4448,"Experiment Group",NA,17,"","","long",0.64,"会计想知道演员认为编辑为什么邀请了神父。",13,117132,6,"认为","adj",NA,NA
"2980",4448,"Experiment Group",NA,26,"","","long",0.58,"制片人想知道健身教练猜化妆师为什么监视了调酒师。",9,126092,8,"猜","adj",NA,NA
"2981",4448,"Experiment Group",NA,1,"","","short",0.96,"老师想知道谁认为修理工打了快递员。",13,201131,9,"认为","arg",NA,NA
"2984",4448,"Experiment Group",NA,5,"","","short",0.97,"市长想知道议员为什么认为艺术家联系了毒枭。",13,105131,12,"认为","adj",NA,NA
"2985",4448,"Experiment Group",NA,28,"","","long",0.83,"丞相想知道皇上觉得将军为什么威胁了大臣。",2,128022,13,"觉得","adj",NA,NA
"2987",4448,"Experiment Group",NA,23,"","","long",0.35,"园丁想知道水管工感觉焊工训斥了谁。",12,223122,15,"感觉","arg",NA,NA
"2989",4448,"Experiment Group",NA,20,"","","long",0.26,"售货员想知道作曲家猜摄影师指责了谁。",9,220092,17,"猜","arg",NA,NA
"2991",4448,"Experiment Group",NA,32,"","","short",0.98,"助手想知道军官为什么希望老师出卖了水手。",3,132031,19,"希望","adj",NA,NA
"2993",4448,"Experiment Group",NA,22,"","","long",0.14,"顾问想知道外交官感觉生物学家为什么嘲讽了哲学家。",12,122122,21,"感觉","adj",NA,NA
"2995",4448,"Experiment Group",NA,12,"","","short",0.79,"包工头想知道和尚为什么觉得播音员打伤了算命先生。",2,112021,23,"觉得","adj",NA,NA
"2997",4448,"Experiment Group",NA,2,"","","long",0.59,"法官想知道律师希望警察审问了谁。",3,202032,25,"希望","arg",NA,NA
"2998",4448,"Experiment Group",NA,18,"","","short",0.13,"船长想知道建筑师为什么猜飞行员责备了经济学家。",9,118091,26,"猜","adj",NA,NA
"3000",4448,"Experiment Group",NA,31,"","","short",0.35,"心理学家想知道谁写下来保姆讨好了理发师。",14,231141,28,"写","arg",NA,NA
"3001",4448,"Experiment Group",NA,13,"","","short",0.27,"服务员想知道售票员为什么说明演说家欺骗了建筑工人。",4,113041,29,"说明","adj",NA,NA
"3004",4448,"Experiment Group",NA,29,"","","long",0.85,"编辑想知道法务顾问希望杂技演员为什么抚养了小女孩。",3,129032,32,"希望","adj",NA,NA
"3005",4448,"Experiment Group",NA,19,"","","long",0.73,"经理想知道道士说明和尚为什么夸奖了乞丐。",4,119042,33,"说明","adj",NA,NA
"3007",4448,"Experiment Group",NA,10,"","","long",0.58,"导游想知道外国人说明保安袭击了谁。",4,210042,35,"说明","arg",NA,NA
"3008",4448,"Experiment Group",NA,16,"","","short",0.55,"大学生想知道谁假装音乐老师夸赞了歌手。",10,216101,36,"假装","arg",NA,NA
"3010",4448,"Experiment Group",NA,24,"","","short",0.18,"仓库管理员想知道谁感觉保险代理人挖苦了模特。",12,224121,38,"感觉","arg",NA,NA
"3011",4448,"Experiment Group",NA,7,"","","short",0.94,"村长想知道农民为什么假装电工无视了领导。",10,107101,39,"假装","adj",NA,NA
"3014",4448,"Experiment Group",NA,30,"","","short",0.97,"舞蹈老师想知道谁说明歌手赞美了剧作家。",4,230041,42,"说明","arg",NA,NA
"3015",4448,"Experiment Group",NA,15,"","","short",0.62,"主持人想知道谁希望政府官员批评了总统候选人。",3,215031,43,"希望","arg",NA,NA
"3018",4448,"Experiment Group",NA,6,"","","long",0.46,"检察官想知道教练员写下来音乐家为什么开除了保镖。",14,106142,46,"写","adj",NA,NA
"3022",4448,"Experiment Group",NA,14,"","","long",0.62,"英语老师想知道工程师认为中学生举报了谁。",13,214132,50,"认为","arg",NA,NA
"3024",4448,"Experiment Group",NA,11,"","","short",0.01,"政客想知道医生为什么写下来护士推倒了男孩。",14,111141,52,"写","adj",NA,NA
"3027",4448,"Experiment Group",NA,3,"","","long",0.66,"经理想知道厨师假装服务员为什么接待了乞丐。",10,103102,55,"假装","adj",NA,NA
"3029",4448,"Experiment Group",NA,9,"","","short",0.99,"将军想知道谁觉得士兵跟踪了总统。",2,209021,57,"觉得","arg",NA,NA
"3030",4448,"Experiment Group",NA,21,"","","long",0.98,"省长想知道药剂师假装小报记者采访了谁。",10,221102,58,"假装","arg",NA,NA
"3033",4448,"Experiment Group",NA,4,"","","short",0.77,"教授想知道工程师为什么感觉秘书批评了运动员。",12,104121,61,"感觉","adj",NA,NA
"3035",4448,"Experiment Group",NA,25,"","","short",0.99,"美容师想知道谁猜营养师吓唬了快餐店员。",9,225091,63,"猜","arg",NA,NA
"3039",4527,"Experiment Group",NA,16,"","","short",1,"大学生想知道记者为什么觉得音乐老师夸赞了歌手。",2,116021,1,"觉得","adj",NA,NA
"3041",4527,"Experiment Group",NA,14,"","","short",0.71,"英语老师想知道工程师为什么害怕中学生举报了店员。",11,114111,3,"害怕","adj",NA,NA
"3045",4527,"Experiment Group",NA,1,"","","short",0.97,"老师想知道学生为什么希望修理工打了快递员。",3,101031,7,"希望","adj",NA,NA
"3046",4527,"Experiment Group",NA,27,"","","long",0.48,"法医想知道业务员害怕罪犯谋害了谁。",11,227112,8,"害怕","arg",NA,NA
"3048",4527,"Experiment Group",NA,31,"","","long",0.2,"心理学家想知道大学生喜欢保姆讨好了谁。",7,231072,10,"喜欢","arg",NA,NA
"3050",4527,"Experiment Group",NA,15,"","","long",0,"主持人想知道学者认为政府官员为什么批评了总统候选人。",13,115132,12,"认为","adj",NA,NA
"3051",4527,"Experiment Group",NA,21,"","","long",0,"省长想知道药剂师觉得小报记者采访了谁。",2,221022,13,"觉得","arg",NA,NA
"3053",4527,"Experiment Group",NA,23,"","","short",0.79,"园丁想知道谁说焊工训斥了清洁工。",1,223011,15,"说","arg",NA,NA
"3054",4527,"Experiment Group",NA,22,"","","short",0.59,"顾问想知道外交官为什么认为生物学家嘲讽了哲学家。",13,122131,16,"认为","adj",NA,NA
"3057",4527,"Experiment Group",NA,12,"","","long",0.75,"包工头想知道和尚认为播音员打伤了谁。",13,212132,19,"认为","arg",NA,NA
"3058",4527,"Experiment Group",NA,9,"","","short",0.17,"将军想知道谁写下来士兵跟踪了总统。",14,209141,20,"写","arg",NA,NA
"3061",4527,"Experiment Group",NA,3,"","","long",0,"经理想知道厨师怕服务员为什么接待了乞丐。",6,103062,23,"怕","adj",NA,NA
"3063",4527,"Experiment Group",NA,18,"","","short",0.31,"船长想知道建筑师为什么怕飞行员责备了经济学家。",6,118061,25,"怕","adj",NA,NA
"3064",4527,"Experiment Group",NA,11,"","","long",0.99,"政客想知道医生希望护士推倒了谁。",3,211032,26,"希望","arg",NA,NA
"3068",4527,"Experiment Group",NA,28,"","","long",0.76,"丞相想知道皇上说将军威胁了谁。",1,228012,30,"说","arg",NA,NA
"3070",4527,"Experiment Group",NA,7,"","","long",0.21,"村长想知道农民写下来电工为什么无视了领导。",14,107142,32,"写","adj",NA,NA
"3072",4527,"Experiment Group",NA,32,"","","long",0,"助手想知道军官喜欢老师为什么出卖了水手。",7,132072,34,"喜欢","adj",NA,NA
"3073",4527,"Experiment Group",NA,17,"","","short",0.66,"会计想知道演员为什么喜欢编辑邀请了神父。",7,117071,35,"喜欢","adj",NA,NA
"3075",4527,"Experiment Group",NA,2,"","","short",1,"法官想知道谁觉得警察审问了学生。",2,202021,37,"觉得","arg",NA,NA
"3077",4527,"Experiment Group",NA,10,"","","long",0.49,"导游想知道外国人怕保安袭击了谁。",6,210062,39,"怕","arg",NA,NA
"3078",4527,"Experiment Group",NA,26,"","","short",0.48,"制片人想知道谁希望化妆师监视了调酒师。",3,226031,40,"希望","arg",NA,NA
"3082",4527,"Experiment Group",NA,29,"","","long",1,"编辑想知道法务顾问写下来杂技演员抚养了谁。",14,229142,44,"写","arg",NA,NA
"3083",4527,"Experiment Group",NA,6,"","","long",0.15,"检察官想知道教练员觉得音乐家为什么开除了保镖。",2,106022,45,"觉得","adj",NA,NA
"3085",4527,"Experiment Group",NA,5,"","","long",0,"市长想知道议员希望艺术家为什么联系了毒枭。",3,105032,47,"希望","adj",NA,NA
"3087",4527,"Experiment Group",NA,8,"","","short",0,"侦探想知道谁喜欢飞行员羞辱了卡车司机。",7,208071,49,"喜欢","arg",NA,NA
"3092",4527,"Experiment Group",NA,13,"","","short",0.79,"服务员想知道谁认为演说家欺骗了建筑工人。",13,213131,54,"认为","arg",NA,NA
"3093",4527,"Experiment Group",NA,19,"","","short",0,"经理想知道谁害怕和尚夸奖了乞丐。",11,219111,55,"害怕","arg",NA,NA
"3095",4527,"Experiment Group",NA,20,"","","short",0,"售货员想知道作曲家为什么写下来摄影师指责了心理医生。",14,120141,57,"写","adj",NA,NA
"3098",4527,"Experiment Group",NA,4,"","","long",0,"教授想知道工程师说秘书为什么批评了运动员。",1,104012,60,"说","adj",NA,NA
"3099",4527,"Experiment Group",NA,25,"","","short",0.49,"美容师想知道谁怕营养师吓唬了快餐店员。",6,225061,61,"怕","arg",NA,NA
"3101",4527,"Experiment Group",NA,30,"","","short",0.47,"舞蹈老师想知道实习生为什么说歌手赞美了剧作家。",1,130011,63,"说","adj",NA,NA
"3102",4527,"Experiment Group",NA,24,"","","long",0,"仓库管理员想知道采购员害怕保险代理人为什么挖苦了模特。",11,124112,64,"害怕","adj",NA,NA
"3105",4514,"Experiment Group",NA,24,"","","long",0.29,"仓库管理员想知道采购员猜保险代理人挖苦了谁。",9,224092,1,"猜","arg",NA,NA
