"","workerid","proliferate.condition","first_response_value","item","item_number","item_type","length","response","sentence","sentence_id","trial_sequence_total","verb","wh_type","wrong_attempts","verb.1"
"2190",4826,"Experiment Group",NA,10,"","","long",0.8,"导游想知道外国人说保安为什么袭击了商贩。",110142,10,"说","adj",NA,14
"2192",4826,"Experiment Group",NA,31,"","","short",0.6,"心理学家想知道大学生为什么透露保姆讨好了理发师。",131081,12,"透露","adj",NA,8
"2195",4826,"Experiment Group",NA,18,"","","short",0.23,"船长想知道谁保证飞行员责备了经济学家。",218071,15,"保证","arg",NA,7
"2196",4826,"Experiment Group",NA,12,"","","long",0.8,"包工头想知道和尚怀疑播音员为什么打伤了算命先生。",112012,16,"怀疑","adj",NA,1
"2199",4826,"Experiment Group",NA,20,"","","short",0.67,"售货员想知道谁说摄影师指责了心理医生。",220141,19,"说","arg",NA,14
"2200",4826,"Experiment Group",NA,27,"","","short",0.32,"法医想知道谁猜罪犯谋害了程序员。",227131,20,"猜","arg",NA,13
"2202",4826,"Experiment Group",NA,5,"","","short",0.54,"市长想知道议员为什么保证艺术家联系了毒枭。",105071,22,"保证","adj",NA,7
"2203",4826,"Experiment Group",NA,19,"","","long",0.4,"经理想知道道士认同和尚为什么夸奖了乞丐。",119112,23,"认同","adj",NA,11
"2206",4826,"Experiment Group",NA,8,"","","short",0.55,"侦探想知道售货员为什么怀疑飞行员羞辱了卡车司机。",108011,26,"怀疑","adj",NA,1
"2207",4826,"Experiment Group",NA,21,"","","short",0.3,"省长想知道谁认同小报记者采访了税务员。",221111,27,"认同","arg",NA,11
"2209",4826,"Experiment Group",NA,7,"","","short",0.62,"村长想知道农民为什么抱怨电工无视了领导。",107041,29,"抱怨","adj",NA,4
"2210",4826,"Experiment Group",NA,17,"","","long",0.29,"会计想知道演员接受编辑邀请了谁。",217062,30,"接受","arg",NA,6
"2212",4826,"Experiment Group",NA,32,"","","long",0.55,"助手想知道军官怀疑老师出卖了谁。",232012,32,"怀疑","arg",NA,1
"2216",4826,"Experiment Group",NA,2,"","","short",0.99,"法官想知道谁抱怨警察审问了学生。",202041,36,"抱怨","arg",NA,4
"2218",4826,"Experiment Group",NA,26,"","","long",0.45,"制片人想知道健身教练认同化妆师监视了谁。",226112,38,"认同","arg",NA,11
"2220",4826,"Experiment Group",NA,28,"","","long",0.86,"丞相想知道皇上说将军威胁了谁。",228142,40,"说","arg",NA,14
"2221",4826,"Experiment Group",NA,11,"","","short",0.63,"政客想知道谁怀疑护士推倒了男孩。",211011,41,"怀疑","arg",NA,1
"2223",4826,"Experiment Group",NA,24,"","","long",0.6,"仓库管理员想知道采购员接受保险代理人为什么挖苦了模特。",124062,43,"接受","adj",NA,6
"2225",4826,"Experiment Group",NA,3,"","","long",0.2,"经理想知道厨师保证服务员接待了谁。",203072,45,"保证","arg",NA,7
"2226",4826,"Experiment Group",NA,29,"","","short",0.36,"编辑想知道法务顾问为什么接受杂技演员抚养了小女孩。",129061,46,"接受","adj",NA,6
"2228",4826,"Experiment Group",NA,14,"","","long",0.51,"英语老师想知道工程师抱怨中学生举报了谁。",214042,48,"抱怨","arg",NA,4
"2232",4826,"Experiment Group",NA,4,"","","short",0.52,"教授想知道谁透露秘书批评了运动员。",204081,52,"透露","arg",NA,8
"2234",4826,"Experiment Group",NA,15,"","","short",0.57,"主持人想知道学者为什么说政府官员批评了总统候选人。",115141,54,"说","adj",NA,14
"2236",4826,"Experiment Group",NA,1,"","","short",0.44,"老师想知道学生为什么认同修理工打了快递员。",101111,56,"认同","adj",NA,11
"2238",4826,"Experiment Group",NA,30,"","","long",0.27,"舞蹈老师想知道实习生猜歌手为什么赞美了剧作家。",130132,58,"猜","adj",NA,13
"2239",4826,"Experiment Group",NA,23,"","","short",0.37,"园丁想知道谁接受焊工训斥了清洁工。",223061,59,"接受","arg",NA,6
"2242",4826,"Experiment Group",NA,16,"","","long",0.39,"大学生想知道记者保证音乐老师为什么夸赞了歌手。",116072,62,"保证","adj",NA,7
"2247",4911,"Experiment Group",NA,16,"","","long",0.87,"大学生想知道记者认为音乐老师为什么夸赞了歌手。",116122,1,"认为","adj",NA,12
"2248",4911,"Experiment Group",NA,28,"","","short",0.78,"丞相想知道谁承认将军威胁了大臣。",228051,2,"承认","arg",NA,5
"2250",4911,"Experiment Group",NA,15,"","","short",0.53,"主持人想知道谁坚称政府官员批评了总统候选人。",215021,4,"坚称","arg",NA,2
"2252",4911,"Experiment Group",NA,29,"","","long",0.82,"编辑想知道法务顾问承认杂技演员为什么抚养了小女孩。",129052,6,"承认","adj",NA,5
"2253",4911,"Experiment Group",NA,11,"","","short",1,"政客想知道谁认为护士推倒了男孩。",211121,7,"认为","arg",NA,12
"2255",4911,"Experiment Group",NA,18,"","","short",0.68,"船长想知道谁认同飞行员责备了经济学家。",218111,9,"认同","arg",NA,11
"2257",4911,"Experiment Group",NA,25,"","","short",0.66,"美容师想知道谁猜营养师吓唬了快餐店员。",225131,11,"猜","arg",NA,13
"2258",4911,"Experiment Group",NA,17,"","","short",0.15,"会计想知道演员为什么透露编辑邀请了神父。",117081,12,"透露","adj",NA,8
"2260",4911,"Experiment Group",NA,7,"","","long",0.91,"村长想知道农民抱怨电工无视了谁。",207042,14,"抱怨","arg",NA,4
"2262",4911,"Experiment Group",NA,22,"","","short",0.86,"顾问想知道外交官为什么承认生物学家嘲讽了哲学家。",122051,16,"承认","adj",NA,5
"2265",4911,"Experiment Group",NA,13,"","","long",0.87,"服务员想知道售票员透露演说家欺骗了谁。",213082,19,"透露","arg",NA,8
"2266",4911,"Experiment Group",NA,9,"","","short",1,"将军想知道谁抱怨士兵跟踪了总统。",209041,20,"抱怨","arg",NA,4
"2268",4911,"Experiment Group",NA,30,"","","long",0.18,"舞蹈老师想知道实习生坚称歌手为什么赞美了剧作家。",130022,22,"坚称","adj",NA,2
"2271",4911,"Experiment Group",NA,8,"","","long",0.76,"侦探想知道售货员认为飞行员羞辱了谁。",208122,25,"认为","arg",NA,12
"2274",4911,"Experiment Group",NA,10,"","","short",0.78,"导游想知道外国人为什么认为保安袭击了商贩。",110121,28,"认为","adj",NA,12
"2276",4911,"Experiment Group",NA,19,"","","long",0.33,"经理想知道道士认同和尚为什么夸奖了乞丐。",119112,30,"认同","adj",NA,11
"2278",4911,"Experiment Group",NA,26,"","","long",0.25,"制片人想知道健身教练透露化妆师为什么监视了调酒师。",126082,32,"透露","adj",NA,8
"2280",4911,"Experiment Group",NA,6,"","","long",0.36,"检察官想知道教练员认同音乐家开除了谁。",206112,34,"认同","arg",NA,11
"2283",4911,"Experiment Group",NA,27,"","","long",0.01,"法医想知道业务员猜罪犯谋害了谁。",227132,37,"猜","arg",NA,13
"2285",4911,"Experiment Group",NA,32,"","","short",0.58,"助手想知道军官为什么猜老师出卖了水手。",132131,39,"猜","adj",NA,13
"2287",4911,"Experiment Group",NA,3,"","","long",0.66,"经理想知道厨师坚称服务员接待了谁。",203022,41,"坚称","arg",NA,2
"2288",4911,"Experiment Group",NA,23,"","","long",0.76,"园丁想知道水管工重申焊工训斥了谁。",223102,42,"重申","arg",NA,10
"2290",4911,"Experiment Group",NA,24,"","","long",0.43,"仓库管理员想知道采购员重申保险代理人为什么挖苦了模特。",124102,44,"重申","adj",NA,10
"2292",4911,"Experiment Group",NA,4,"","","short",0.32,"教授想知道工程师为什么认同秘书批评了运动员。",104111,46,"认同","adj",NA,11
"2293",4911,"Experiment Group",NA,2,"","","short",0.7,"法官想知道律师为什么抱怨警察审问了学生。",102041,47,"抱怨","adj",NA,4
"2295",4911,"Experiment Group",NA,21,"","","short",0.26,"省长想知道药剂师为什么重申小报记者采访了税务员。",121101,49,"重申","adj",NA,10
"2296",4911,"Experiment Group",NA,20,"","","long",0.27,"售货员想知道作曲家猜摄影师为什么指责了心理医生。",120132,50,"猜","adj",NA,13
"2300",4911,"Experiment Group",NA,14,"","","long",0.57,"英语老师想知道工程师承认中学生举报了谁。",214052,54,"承认","arg",NA,5
"2304",4911,"Experiment Group",NA,12,"","","short",0.77,"包工头想知道和尚为什么坚称播音员打伤了算命先生。",112021,58,"坚称","adj",NA,2
"2306",4911,"Experiment Group",NA,31,"","","short",0,"心理学家想知道谁重申保姆讨好了理发师。",231101,60,"重申","arg",NA,10
"2307",4911,"Experiment Group",NA,5,"","","long",0,"市长想知道议员抱怨艺术家为什么联系了毒枭。",105042,61,"抱怨","adj",NA,4
"2309",4911,"Experiment Group",NA,1,"","","short",0.69,"老师想知道谁透露修理工打了快递员。",201081,63,"透露","arg",NA,8
"2313",4802,"Experiment Group",NA,15,"","","short",0.08,"主持人想知道谁认同政府官员批评了总统候选人。",215111,1,"认同","arg",NA,11
"2315",4802,"Experiment Group",NA,32,"","","short",0.63,"助手想知道军官为什么透露老师出卖了水手。",132081,3,"透露","adj",NA,8
"2317",4802,"Experiment Group",NA,22,"","","short",0.01,"顾问想知道谁保证生物学家嘲讽了哲学家。",222071,5,"保证","arg",NA,7
"2319",4802,"Experiment Group",NA,20,"","","short",0.15,"售货员想知道作曲家为什么怀疑摄影师指责了心理医生。",120011,7,"怀疑","adj",NA,1
"2320",4802,"Experiment Group",NA,27,"","","long",0.1,"法医想知道业务员猜罪犯为什么谋害了程序员。",127132,8,"猜","adj",NA,13
"2322",4802,"Experiment Group",NA,13,"","","long",0.01,"服务员想知道售票员认同演说家为什么欺骗了建筑工人。",113112,10,"认同","adj",NA,11
"2323",4802,"Experiment Group",NA,30,"","","long",0,"舞蹈老师想知道实习生怀疑歌手赞美了谁。",230012,11,"怀疑","arg",NA,1
"2326",4802,"Experiment Group",NA,2,"","","long",0.14,"法官想知道律师猜警察审问了谁。",202132,14,"猜","arg",NA,13
"2327",4802,"Experiment Group",NA,6,"","","short",0.27,"检察官想知道教练员为什么重申音乐家开除了保镖。",106101,15,"重申","adj",NA,10
"2330",4802,"Experiment Group",NA,29,"","","short",0.7,"编辑想知道法务顾问为什么承认杂技演员抚养了小女孩。",129051,18,"承认","adj",NA,5
"2332",4802,"Experiment Group",NA,26,"","","long",0.17,"制片人想知道健身教练认同化妆师监视了谁。",226112,20,"认同","arg",NA,11
"2334",4802,"Experiment Group",NA,9,"","","short",0.4,"将军想知道谁承认士兵跟踪了总统。",209051,22,"承认","arg",NA,5
"2335",4802,"Experiment Group",NA,12,"","","short",0.49,"包工头想知道谁说播音员打伤了算命先生。",212141,23,"说","arg",NA,14
"2337",4802,"Experiment Group",NA,10,"","","short",1,"导游想知道外国人为什么认同保安袭击了商贩。",110111,25,"认同","adj",NA,11
"2339",4802,"Experiment Group",NA,23,"","","short",0.67,"园丁想知道谁怀疑焊工训斥了清洁工。",223011,27,"怀疑","arg",NA,1
"2342",4802,"Experiment Group",NA,17,"","","long",0.12,"会计想知道演员透露编辑为什么邀请了神父。",117082,30,"透露","adj",NA,8
"2344",4802,"Experiment Group",NA,3,"","","long",0.67,"经理想知道厨师说服务员接待了谁。",203142,32,"说","arg",NA,14
"2345",4802,"Experiment Group",NA,11,"","","long",0.16,"政客想知道医生说护士为什么推倒了男孩。",111142,33,"说","adj",NA,14
"2348",4802,"Experiment Group",NA,25,"","","short",0.98,"美容师想知道房东为什么说营养师吓唬了快餐店员。",125141,36,"说","adj",NA,14
"2349",4802,"Experiment Group",NA,7,"","","short",0,"村长想知道谁重申电工无视了领导。",207101,37,"重申","arg",NA,10
"2352",4802,"Experiment Group",NA,21,"","","long",0.25,"省长想知道药剂师透露小报记者采访了谁。",221082,40,"透露","arg",NA,8
"2354",4802,"Experiment Group",NA,16,"","","short",0.76,"大学生想知道记者为什么猜音乐老师夸赞了歌手。",116131,42,"猜","adj",NA,13
"2355",4802,"Experiment Group",NA,8,"","","long",0.21,"侦探想知道售货员承认飞行员羞辱了谁。",208052,43,"承认","arg",NA,5
"2358",4802,"Experiment Group",NA,4,"","","short",0.19,"教授想知道工程师为什么保证秘书批评了运动员。",104071,46,"保证","adj",NA,7
"2362",4802,"Experiment Group",NA,19,"","","long",0.01,"经理想知道道士承认和尚为什么夸奖了乞丐。",119052,50,"承认","adj",NA,5
"2363",4802,"Experiment Group",NA,31,"","","short",0.71,"心理学家想知道谁猜保姆讨好了理发师。",231131,51,"猜","arg",NA,13
"2365",4802,"Experiment Group",NA,24,"","","short",0.18,"仓库管理员想知道谁透露保险代理人挖苦了模特。",224081,53,"透露","arg",NA,8
"2367",4802,"Experiment Group",NA,5,"","","long",0.01,"市长想知道议员重申艺术家联系了谁。",205102,55,"重申","arg",NA,10
"2370",4802,"Experiment Group",NA,18,"","","long",0,"船长想知道建筑师重申飞行员为什么责备了经济学家。",118102,58,"重申","adj",NA,10
"2372",4802,"Experiment Group",NA,28,"","","long",0.16,"丞相想知道皇上保证将军为什么威胁了大臣。",128072,60,"保证","adj",NA,7
"2373",4802,"Experiment Group",NA,14,"","","long",0.06,"英语老师想知道工程师保证中学生举报了谁。",214072,61,"保证","arg",NA,7
"2375",4802,"Experiment Group",NA,1,"","","long",0.06,"老师想知道学生怀疑修理工为什么打了快递员。",101012,63,"怀疑","adj",NA,1
"2380",4890,"Experiment Group",NA,25,"","","long",0.29,"美容师想知道房东认为营养师为什么吓唬了快餐店员。",125122,2,"认为","adj",NA,12
"2382",4890,"Experiment Group",NA,26,"","","short",0.4,"制片人想知道谁证实化妆师监视了调酒师。",226091,4,"证实","arg",NA,9
"2387",4890,"Experiment Group",NA,29,"","","long",0.45,"编辑想知道法务顾问坚称杂技演员为什么抚养了小女孩。",129022,9,"坚称","adj",NA,2
"2390",4890,"Experiment Group",NA,22,"","","long",0,"顾问想知道外交官证实生物学家为什么嘲讽了哲学家。",122092,12,"证实","adj",NA,9
"2391",4890,"Experiment Group",NA,24,"","","short",0,"仓库管理员想知道谁接受保险代理人挖苦了模特。",224061,13,"接受","arg",NA,6
"2394",4890,"Experiment Group",NA,14,"","","long",0.24,"英语老师想知道工程师猜中学生为什么举报了店员。",114132,16,"猜","adj",NA,13
"2395",4890,"Experiment Group",NA,30,"","","long",0.1,"舞蹈老师想知道实习生抱怨歌手为什么赞美了剧作家。",130042,17,"抱怨","adj",NA,4
"2398",4890,"Experiment Group",NA,3,"","","long",0.39,"经理想知道厨师接受服务员接待了谁。",203062,20,"接受","arg",NA,6
"2400",4890,"Experiment Group",NA,19,"","","long",0,"经理想知道道士接受和尚为什么夸奖了乞丐。",119062,22,"接受","adj",NA,6
"2401",4890,"Experiment Group",NA,27,"","","short",0,"法医想知道谁抱怨罪犯谋害了程序员。",227041,23,"抱怨","arg",NA,4
"2403",4890,"Experiment Group",NA,21,"","","short",0.08,"省长想知道药剂师为什么接受小报记者采访了税务员。",121061,25,"接受","adj",NA,6
"2406",4890,"Experiment Group",NA,28,"","","long",0.52,"丞相想知道皇上猜将军威胁了谁。",228132,28,"猜","arg",NA,13
"2408",4890,"Experiment Group",NA,17,"","","long",0.8,"会计想知道演员承认编辑邀请了谁。",217052,30,"承认","arg",NA,5
"2409",4890,"Experiment Group",NA,1,"","","short",0.64,"老师想知道谁承认修理工打了快递员。",201051,31,"承认","arg",NA,5
"2411",4890,"Experiment Group",NA,4,"","","short",0,"教授想知道工程师为什么抱怨秘书批评了运动员。",104041,33,"抱怨","adj",NA,4
"2412",4890,"Experiment Group",NA,32,"","","short",0,"助手想知道谁猜老师出卖了水手。",232131,34,"猜","arg",NA,13
"2414",4890,"Experiment Group",NA,13,"","","short",0,"服务员想知道售票员为什么认为演说家欺骗了建筑工人。",113121,36,"认为","adj",NA,12
"2416",4890,"Experiment Group",NA,10,"","","long",0.93,"导游想知道外国人证实保安袭击了谁。",210092,38,"证实","arg",NA,9
"2418",4890,"Experiment Group",NA,5,"","","short",0,"市长想知道谁重申艺术家联系了毒枭。",205101,40,"重申","arg",NA,10
