workerid,proliferate.condition,first_response_value,item,item_number,item_type,length,response,sentence,verb_id,sentence_id,trial_sequence_total,verb,wh_type,wrong_attempts,error
4588,Experiment Group,,17,,,short,0.63,会计想知道谁害怕编辑邀请了神父。,11,217111,34,害怕,arg,,
4588,Experiment Group,,24,,,long,0,仓库管理员想知道采购员想保险代理人挖苦了谁。,05,224052,35,想,arg,,
4588,Experiment Group,,,,,,0.02,国家领导人批准干部可以离职翻译官。,01,900014,36,,,,
4588,Experiment Group,,7,,,short,0.01,村长想知道农民为什么喜欢电工无视了领导。,07,107071,37,喜欢,adj,,
4588,Experiment Group,,8,,,long,0.01,侦探想知道售货员说明飞行员羞辱了谁。,04,208042,38,说明,arg,,
4588,Experiment Group,,,,,,0.01,魏老师看到了看了报告的研究生。,01,900019,39,,,,
4588,Experiment Group,,18,,,long,0,船长想知道建筑师怕飞行员责备了谁。,06,218062,40,怕,arg,,
4588,Experiment Group,,13,,,short,0.02,服务员想知道谁说演说家欺骗了建筑工人。,01,213011,41,说,arg,,
4588,Experiment Group,,,,,,0.97,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,42,,,,
4588,Experiment Group,,31,,,short,0.97,心理学家想知道大学生为什么感觉保姆讨好了理发师。,12,131121,43,感觉,adj,,
4588,Experiment Group,,,,,,0,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,44,,,,
4588,Experiment Group,,,,,,0,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,45,,,,
4588,Experiment Group,,,,,,1,外科医生鼓励病人多锻炼身体。,02,900027,46,,,,
4588,Experiment Group,,,,,,0.98,校长遇到了扛着箱子的维修员。,01,900018,47,,,,
4588,Experiment Group,,4,,,long,0.5,教授想知道工程师感觉秘书为什么批评了运动员。,12,104122,48,感觉,adj,,
4588,Experiment Group,,,,,,0.01,队员们自己的优势向隐瞒对手。,01,900012,49,,,,
4588,Experiment Group,,5,,,short,0.01,市长想知道谁感觉艺术家联系了毒枭。,12,205121,50,感觉,arg,,
4588,Experiment Group,,,,,,0.03,农业专家相信天文学家可以退休物理学家。,01,900016,51,,,,
4588,Experiment Group,,,,,,0,领导自己的烦恼向倾诉朋友。,00,900009,52,,,,
4588,Experiment Group,,30,,,long,0,舞蹈老师想知道实习生说歌手为什么赞美了剧作家。,01,130012,53,说,adj,,
4588,Experiment Group,,1,,,long,0,老师想知道学生喜欢修理工为什么打了快递员。,07,101072,54,喜欢,adj,,
4588,Experiment Group,,,,,,0.01,基金管理员期待顾客可以成功历史学家。,01,900013,55,,,,
4588,Experiment Group,,,,,,1,顾问没注意到端着盘子的阿姨。,02,900023,56,,,,
4588,Experiment Group,,,,,,0.99,村长不想见买了卡车的村民。,02,900022,57,,,,
4588,Experiment Group,,,,,,0.97,教授认识修了桌子的工人。,02,900020,58,,,,
4588,Experiment Group,,15,,,long,0.5,主持人想知道学者感觉政府官员批评了谁。,12,215122,59,感觉,arg,,
4588,Experiment Group,,,,,,0.98,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,60,,,,
4588,Experiment Group,,28,,,long,0.02,丞相想知道皇上想将军为什么威胁了大臣。,05,128052,61,想,adj,,
4588,Experiment Group,,23,,,short,0,园丁想知道谁怕焊工训斥了清洁工。,06,223061,62,怕,arg,,
4588,Experiment Group,,,,,,0.02,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,63,,,,
4588,Experiment Group,,16,,,long,0.02,大学生想知道记者说音乐老师夸赞了谁。,01,216012,64,说,arg,,
4426,Experiment Group,,,practice_good,practice_good,,0.99,,,,0,,,0,
4426,Experiment Group,0.99,,practice_bad,practice_bad,,0.01,,,,0,,,1,
4426,Experiment Group,,,,,,0.98,文艺评论家怀疑编辑可以偷懒教授。,01,900015,1,,,,
4426,Experiment Group,,18,,,short,0.02,船长想知道建筑师为什么害怕飞行员责备了经济学家。,11,118111,2,害怕,adj,,
4426,Experiment Group,,15,,,long,0.03,主持人想知道学者认为政府官员批评了谁。,13,215132,3,认为,arg,,
4426,Experiment Group,,,,,,0.96,外科医生鼓励病人多锻炼身体。,02,900027,4,,,,
4426,Experiment Group,,4,,,long,0.05,教授想知道工程师猜秘书为什么批评了运动员。,09,104092,5,猜,adj,,
4426,Experiment Group,,1,,,short,0.03,老师想知道学生为什么想修理工打了快递员。,05,101051,6,想,adj,,
4426,Experiment Group,,,,,,0.79,村长不想见买了卡车的村民。,02,900022,7,,,,
4426,Experiment Group,,12,,,short,0.45,包工头想知道谁想播音员打伤了算命先生。,05,212051,8,想,arg,,
4426,Experiment Group,,3,,,long,0.96,经理想知道厨师觉得服务员接待了谁。,02,203022,9,觉得,arg,,
4426,Experiment Group,,,,,,0.23,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,10,,,,
4426,Experiment Group,,,,,,0.03,领导自己的烦恼向倾诉朋友。,00,900009,11,,,,
4426,Experiment Group,,,,,,0.04,农业专家相信天文学家可以退休物理学家。,01,900016,12,,,,
4426,Experiment Group,,31,,,long,0.95,心理学家想知道大学生猜保姆讨好了谁。,09,231092,13,猜,arg,,
4426,Experiment Group,,26,,,short,0.97,制片人想知道健身教练为什么猜化妆师监视了调酒师。,09,126091,14,猜,adj,,
4426,Experiment Group,,,,,,0.99,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,15,,,,
4426,Experiment Group,,9,,,short,1,将军想知道谁记得士兵跟踪了总统。,08,209081,16,记得,arg,,
4426,Experiment Group,,,,,,0.01,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,17,,,,
4426,Experiment Group,,,,,,0.96,运动员的姐姐向老师请教了一个问题。,02,900026,18,,,,
4426,Experiment Group,,29,,,long,1,编辑想知道法务顾问害怕杂技演员为什么抚养了小女孩。,11,129112,19,害怕,adj,,
4426,Experiment Group,,5,,,long,0.99,市长想知道议员想艺术家联系了谁。,05,205052,20,想,arg,,
4426,Experiment Group,,,,,,0.99,国家领导人批准干部可以离职翻译官。,01,900014,21,,,,
4426,Experiment Group,,6,,,long,0.97,检察官想知道教练员说明音乐家为什么开除了保镖。,04,106042,22,说明,adj,,
4426,Experiment Group,,7,,,short,0,村长想知道谁害怕电工无视了领导。,11,207111,23,害怕,arg,,
4426,Experiment Group,,,,,,0.98,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,24,,,,
4426,Experiment Group,,30,,,short,0.01,舞蹈老师想知道谁认为歌手赞美了剧作家。,13,230131,25,认为,arg,,
4426,Experiment Group,,,,,,0.98,魏老师看到了看了报告的研究生。,01,900019,26,,,,
4426,Experiment Group,,16,,,long,0.97,大学生想知道记者记得音乐老师夸赞了谁。,08,216082,27,记得,arg,,
4426,Experiment Group,,2,,,long,0.98,法官想知道律师想警察为什么审问了学生。,05,102052,28,想,adj,,
4426,Experiment Group,,,,,,0.97,交警在马路边提醒行人要注意安全。,02,900029,29,,,,
4426,Experiment Group,,,,,,0.03,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,30,,,,
4426,Experiment Group,,27,,,short,0.99,法医想知道业务员为什么觉得罪犯谋害了程序员。,02,127021,31,觉得,adj,,
4426,Experiment Group,,23,,,long,0.03,园丁想知道水管工怕焊工训斥了谁。,06,223062,32,怕,arg,,
4426,Experiment Group,,,,,,0.01,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,33,,,,
4426,Experiment Group,,17,,,short,0.01,会计想知道谁觉得编辑邀请了神父。,02,217021,34,觉得,arg,,
4426,Experiment Group,,,,,,0.98,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,35,,,,
4426,Experiment Group,,8,,,long,0.98,侦探想知道售货员怕飞行员为什么羞辱了卡车司机。,06,108062,36,怕,adj,,
4426,Experiment Group,,14,,,long,0.98,英语老师想知道工程师说明中学生举报了谁。,04,214042,37,说明,arg,,
4426,Experiment Group,,,,,,0.02,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,38,,,,
4426,Experiment Group,,28,,,long,0.97,丞相想知道皇上觉得将军为什么威胁了大臣。,02,128022,39,觉得,adj,,
4426,Experiment Group,,,,,,0.02,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,40,,,,
4426,Experiment Group,,,,,,0.97,校长遇到了扛着箱子的维修员。,01,900018,41,,,,
4426,Experiment Group,,10,,,short,0.98,导游想知道外国人为什么记得保安袭击了商贩。,08,110081,42,记得,adj,,
4426,Experiment Group,,,,,,0.98,装修师傅不想见到吃了汉堡的小女孩。,02,900024,43,,,,
4426,Experiment Group,,,,,,0.99,学生自己的问题向提出老师。,01,900010,44,,,,
4426,Experiment Group,,,,,,0.01,基金管理员期待顾客可以成功历史学家。,01,900013,45,,,,
4426,Experiment Group,,,,,,0.99,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,46,,,,
4426,Experiment Group,,,,,,0.98,教授认识修了桌子的工人。,02,900020,47,,,,
4426,Experiment Group,,,,,,0.04,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,48,,,,
4426,Experiment Group,,21,,,short,0.97,省长想知道谁猜小报记者采访了税务员。,09,221091,49,猜,arg,,
4426,Experiment Group,,,,,,0.74,队员们自己的优势向隐瞒对手。,01,900012,50,,,,
4426,Experiment Group,,11,,,long,0.92,政客想知道医生认为护士为什么推倒了男孩。,13,111132,51,认为,adj,,
4426,Experiment Group,,,,,,0.94,教导主任鼓励学生们追求自己的梦想。,03,900030,52,,,,
4426,Experiment Group,,,,,,0.99,助理自己的缺点向指出经理。,01,900011,53,,,,
4426,Experiment Group,,19,,,short,0.98,经理想知道谁说明和尚夸奖了乞丐。,04,219041,54,说明,arg,,
4426,Experiment Group,,24,,,short,0.32,仓库管理员想知道谁怕保险代理人挖苦了模特。,06,224061,55,怕,arg,,
4426,Experiment Group,,,,,,0.97,数学老师指导中学生们如何解决问题。,03,900031,56,,,,
4426,Experiment Group,,20,,,short,0.96,售货员想知道作曲家为什么说明摄影师指责了心理医生。,04,120041,57,说明,adj,,
4426,Experiment Group,,25,,,short,0.97,美容师想知道房东为什么怕营养师吓唬了快餐店员。,06,125061,58,怕,adj,,
4426,Experiment Group,,,,,,0.97,顾问没注意到端着盘子的阿姨。,02,900023,59,,,,
4426,Experiment Group,,22,,,long,0.97,顾问想知道外交官记得生物学家为什么嘲讽了哲学家。,08,122082,60,记得,adj,,
4426,Experiment Group,,32,,,long,0.94,助手想知道军官害怕老师出卖了谁。,11,232112,61,害怕,arg,,
4426,Experiment Group,,,,,,0.96,冯阿姨瞧见了背着书包的中学生。,01,900017,62,,,,
4426,Experiment Group,,13,,,short,0.96,服务员想知道售票员为什么认为演说家欺骗了建筑工人。,13,113131,63,认为,adj,,
4426,Experiment Group,,,,,,0.97,部长没见过吃了包子的大学生。,02,900021,64,,,,
4506,Experiment Group,,,practice_good,practice_good,,1,,,,0,,,0,
4506,Experiment Group,,,practice_bad,practice_bad,,0,,,,0,,,0,
4506,Experiment Group,,5,,,short,0,市长想知道议员为什么喜欢艺术家联系了毒枭。,07,105071,1,喜欢,adj,,
4506,Experiment Group,,,,,,0.69,教授认识修了桌子的工人。,02,900020,2,,,,
4506,Experiment Group,,17,,,short,0,会计想知道演员为什么感觉编辑邀请了神父。,12,117121,3,感觉,adj,,
4506,Experiment Group,,27,,,long,0.65,法医想知道业务员说罪犯为什么谋害了程序员。,01,127012,4,说,adj,,
4506,Experiment Group,,,,,,1,运动员的姐姐向老师请教了一个问题。,02,900026,5,,,,
4506,Experiment Group,,6,,,long,0,检察官想知道教练员想音乐家开除了谁。,05,206052,6,想,arg,,
4506,Experiment Group,,,,,,0,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,7,,,,
4506,Experiment Group,,1,,,long,0,老师想知道学生想修理工为什么打了快递员。,05,101052,8,想,adj,,
4506,Experiment Group,,,,,,1,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,9,,,,
4506,Experiment Group,,,,,,1,冯阿姨瞧见了背着书包的中学生。,01,900017,10,,,,
4506,Experiment Group,,,,,,0,助理自己的缺点向指出经理。,01,900011,11,,,,
4506,Experiment Group,,,,,,0.25,魏老师看到了看了报告的研究生。,01,900019,12,,,,
4506,Experiment Group,,21,,,short,0,省长想知道药剂师为什么假装小报记者采访了税务员。,10,121101,13,假装,adj,,
4506,Experiment Group,,28,,,long,0,丞相想知道皇上觉得将军为什么威胁了大臣。,02,128022,14,觉得,adj,,
4506,Experiment Group,,,,,,1,交警在马路边提醒行人要注意安全。,02,900029,15,,,,
4506,Experiment Group,,32,,,long,0,助手想知道军官喜欢老师为什么出卖了水手。,07,132072,16,喜欢,adj,,
4506,Experiment Group,,20,,,long,0,售货员想知道作曲家猜摄影师指责了谁。,09,220092,17,猜,arg,,
4506,Experiment Group,,,,,,1,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,18,,,,
4506,Experiment Group,,29,,,long,0,编辑想知道法务顾问说明杂技演员抚养了谁。,04,229042,19,说明,arg,,
4506,Experiment Group,,31,,,long,0,心理学家想知道大学生喜欢保姆讨好了谁。,07,231072,20,喜欢,arg,,
4506,Experiment Group,,,,,,0,队员们自己的优势向隐瞒对手。,01,900012,21,,,,
4506,Experiment Group,,3,,,short,0,经理想知道谁猜服务员接待了乞丐。,09,203091,22,猜,arg,,
4506,Experiment Group,,,,,,0,文艺评论家怀疑编辑可以偷懒教授。,01,900015,23,,,,
4506,Experiment Group,,13,,,long,0.64,服务员想知道售票员觉得演说家欺骗了谁。,02,213022,24,觉得,arg,,
4506,Experiment Group,,,,,,0,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,25,,,,
4506,Experiment Group,,,,,,0,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,26,,,,
4506,Experiment Group,,14,,,long,0,英语老师想知道工程师感觉中学生为什么举报了店员。,12,114122,27,感觉,adj,,
4506,Experiment Group,,,,,,1,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,28,,,,
4506,Experiment Group,,8,,,short,0.72,侦探想知道谁假装飞行员羞辱了卡车司机。,10,208101,29,假装,arg,,
4506,Experiment Group,,4,,,short,0,教授想知道谁感觉秘书批评了运动员。,12,204121,30,感觉,arg,,
4506,Experiment Group,,,,,,0,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,31,,,,
4506,Experiment Group,,,,,,1,校长遇到了扛着箱子的维修员。,01,900018,32,,,,
4506,Experiment Group,,18,,,short,0,船长想知道谁喜欢飞行员责备了经济学家。,07,218071,33,喜欢,arg,,
4506,Experiment Group,,23,,,short,0.71,园丁想知道谁说焊工训斥了清洁工。,01,223011,34,说,arg,,
4506,Experiment Group,,,,,,0,学生自己的问题向提出老师。,01,900010,35,,,,
4506,Experiment Group,,,,,,0,国家领导人批准干部可以离职翻译官。,01,900014,36,,,,
4506,Experiment Group,,,,,,0,农业专家相信天文学家可以退休物理学家。,01,900016,37,,,,
4506,Experiment Group,,10,,,short,0.74,导游想知道外国人为什么觉得保安袭击了商贩。,02,110021,38,觉得,adj,,
4506,Experiment Group,,,,,,1,数学老师指导中学生们如何解决问题。,03,900031,39,,,,
4506,Experiment Group,,9,,,long,0.75,将军想知道间谍说士兵跟踪了谁。,01,209012,40,说,arg,,
4506,Experiment Group,,,,,,1,装修师傅不想见到吃了汉堡的小女孩。,02,900024,41,,,,
4506,Experiment Group,,26,,,short,0,制片人想知道谁想化妆师监视了调酒师。,05,226051,42,想,arg,,
4506,Experiment Group,,12,,,long,0,包工头想知道和尚假装播音员打伤了谁。,10,212102,43,假装,arg,,
4506,Experiment Group,,,,,,0,领导自己的烦恼向倾诉朋友。,00,900009,44,,,,
4506,Experiment Group,,,,,,0,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,45,,,,
4506,Experiment Group,,,,,,0,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,46,,,,
4506,Experiment Group,,22,,,long,0.78,顾问想知道外交官猜生物学家为什么嘲讽了哲学家。,09,122092,47,猜,adj,,
4506,Experiment Group,,16,,,short,1,大学生想知道记者为什么说音乐老师夸赞了歌手。,01,116011,48,说,adj,,
4506,Experiment Group,,,,,,0.19,部长没见过吃了包子的大学生。,02,900021,49,,,,
4506,Experiment Group,,19,,,short,0,经理想知道道士为什么说明和尚夸奖了乞丐。,04,119041,50,说明,adj,,
4506,Experiment Group,,,,,,0,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,51,,,,
4506,Experiment Group,,24,,,long,0,仓库管理员想知道采购员假装保险代理人为什么挖苦了模特。,10,124102,52,假装,adj,,
4506,Experiment Group,,,,,,1,村长不想见买了卡车的村民。,02,900022,53,,,,
4506,Experiment Group,,,,,,0,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,54,,,,
4506,Experiment Group,,11,,,long,0,政客想知道医生感觉护士推倒了谁。,12,211122,55,感觉,arg,,
4506,Experiment Group,,,,,,0,基金管理员期待顾客可以成功历史学家。,01,900013,56,,,,
